Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Protomystides exigua	Protomystides exigua	226746	Animalia - Annelida - Polychaeta - Errantia - Phyllodocida - Phyllodociformia - Phyllodocidae - Protomystides - Protomystides exigua	6	130682	exact	urn:lsid:marinespecies.org:taxname:130682		Checked by Taxonomic Editor	accepted	Protomystides exigua	(Eliason, 1962)	130682	130682	Protomystides exigua	(Eliason, 1962)	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Protomystides		exigua		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Protomystides exigua (Eliason, 1962). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130682 on 2022-09-20"		
Protoperidinium	Protoperidinium	1010596	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium	9808	109553	exact	urn:lsid:marinespecies.org:taxname:109553	10340	Checked by Taxonomic Editor	accepted	Protoperidinium	Bergh, 1881	109553	109553	Protoperidinium	Bergh, 1881	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium				1	1	1	0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium Bergh, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109553 on 2022-09-20		
Protoperidinium achromaticum	Protoperidinium achromaticum	238239	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium achromaticum	12	110205	exact	urn:lsid:marinespecies.org:taxname:110205	10242	Checked by Taxonomic Editor	accepted	Protoperidinium achromaticum	(Levander, 1902) Balech, 1974	110205	110205	Protoperidinium achromaticum	(Levander, 1902) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		achromaticum		0	0	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium achromaticum (Levander, 1902) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110205 on 2022-09-20		
Protoperidinium bipes	Protoperidinium bipes	238241	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium bipes	7658	110208	exact	urn:lsid:marinespecies.org:taxname:110208	10210	Checked by Taxonomic Editor	accepted	Protoperidinium bipes	(Paulsen, 1904) Balech, 1974	110208	110208	Protoperidinium bipes	(Paulsen, 1904) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		bipes		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium bipes (Paulsen, 1904) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110208 on 2022-09-20		
Protoperidinium breve	Protoperidinium breve	238242	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium breve	136	110209	exact	urn:lsid:marinespecies.org:taxname:110209	10255	Checked by Taxonomic Editor	uncertain	Protoperidinium breve		110209	110209			Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		breve		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium breve. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110209 on 2022-09-20		
Protoperidinium brevipes	Protoperidinium brevipes	238243	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium brevipes	6100	110210	exact	urn:lsid:marinespecies.org:taxname:110210	10215	Checked by Taxonomic Editor	accepted	Protoperidinium brevipes	(Paulsen, 1908) Balech, 1974	110210	110210	Protoperidinium brevipes	(Paulsen, 1908) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		brevipes		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium brevipes (Paulsen, 1908) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110210 on 2022-09-20		
Protoperidinium cerasus	Protoperidinium cerasus	238245	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium cerasus	118	162749	exact	urn:lsid:marinespecies.org:taxname:162749	10218	Checked by Taxonomic Editor	accepted	Protoperidinium cerasus	(Paulsen, 1907) Balech, 1973	162749	162749	Protoperidinium cerasus	(Paulsen, 1907) Balech, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		cerasus		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium cerasus (Paulsen, 1907) Balech, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=162749 on 2022-09-20		
Protoperidinium claudicans	Protoperidinium claudicans	238246	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium claudicans	220	163862	exact	urn:lsid:marinespecies.org:taxname:163862	10246	Checked by Taxonomic Editor	accepted	Protoperidinium claudicans	(Paulsen, 1907) Balech, 1974	163862	163862	Protoperidinium claudicans	(Paulsen, 1907) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		claudicans		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium claudicans (Paulsen, 1907) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163862 on 2022-09-20		
Protoperidinium conicoides	Protoperidinium conicoides	238248	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium conicoides	267	110212	exact	urn:lsid:marinespecies.org:taxname:110212	10248	Checked by Taxonomic Editor	accepted	Protoperidinium conicoides	(Paulsen) Balech, 1973	110212	110212	Protoperidinium conicoides	(Paulsen) Balech, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		conicoides		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium conicoides (Paulsen) Balech, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110212 on 2022-09-20		
Protoperidinium conicum	Protoperidinium conicum	238249	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium conicum	1161	110213	exact	urn:lsid:marinespecies.org:taxname:110213	10220	Checked by Taxonomic Editor	accepted	Protoperidinium conicum	(Gran) Balech, 1974	110213	110213	Protoperidinium conicum	(Gran) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		conicum		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium conicum (Gran) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110213 on 2022-09-20		
Protoperidinium crassipes	Protoperidinium crassipes	238250	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium crassipes	1659	110214	exact	urn:lsid:marinespecies.org:taxname:110214	10306	Checked by Taxonomic Editor	accepted	Protoperidinium crassipes	(Kofoid, 1907) Balech, 1974	110214	110214	Protoperidinium crassipes	(Kofoid, 1907) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		crassipes		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium crassipes (Kofoid, 1907) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110214 on 2022-09-20		
Protoperidinium curtipes	Protoperidinium curtipes	238251	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium curtipes	487	110215	exact	urn:lsid:marinespecies.org:taxname:110215	10250	Checked by Taxonomic Editor	accepted	Protoperidinium curtipes	(Jørgensen, 1912) Balech, 1974	110215	110215	Protoperidinium curtipes	(Jørgensen, 1912) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		curtipes		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium curtipes (Jørgensen, 1912) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110215 on 2022-09-20		
Protoperidinium curvipes	Protoperidinium curvipes	238252	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium curvipes	17	163934	exact	urn:lsid:marinespecies.org:taxname:163934	10222	Checked by Taxonomic Editor	accepted	Protoperidinium curvipes	(Ostenfeld) Balech, 1974	163934	163934	Protoperidinium curvipes	(Ostenfeld) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		curvipes		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium curvipes (Ostenfeld) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163934 on 2022-09-20		
Protoperidinium denticulatum	Protoperidinium denticulatum	238256	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium denticulatum	23	110216	exact	urn:lsid:marinespecies.org:taxname:110216	180928	Checked by Taxonomic Editor	accepted	Protoperidinium denticulatum	(Gran & Braarud, 1935) Balech, 1974	110216	110216	Protoperidinium denticulatum	(Gran & Braarud, 1935) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		denticulatum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium denticulatum (Gran & Braarud, 1935) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110216 on 2022-09-20		
Protoperidinium depressum	Protoperidinium depressum	238257	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium depressum	3523	110217	exact	urn:lsid:marinespecies.org:taxname:110217	10224	Checked by Taxonomic Editor	accepted	Protoperidinium depressum	(Bailey, 1854) Balech, 1974	110217	110217	Protoperidinium depressum	(Bailey, 1854) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		depressum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium depressum (Bailey, 1854) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110217 on 2022-09-20		
Protoperidinium divergens	Protoperidinium divergens	238259	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium divergens	3565	110219	exact	urn:lsid:marinespecies.org:taxname:110219	550482	Checked by Taxonomic Editor	accepted	Protoperidinium divergens	(Ehrenberg) Balech, 1974	110219	110219	Protoperidinium divergens	(Ehrenberg) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		divergens		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium divergens (Ehrenberg) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110219 on 2022-09-20		
Protoperidinium granii	Protoperidinium granii	238262	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium granii	2767	110223	exact	urn:lsid:marinespecies.org:taxname:110223	10228	Checked by Taxonomic Editor	accepted	Protoperidinium granii	(Ostenfeld) Balech, 1974	110223	110223	Protoperidinium granii	(Ostenfeld) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		granii		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium granii (Ostenfeld) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110223 on 2022-09-20		
Protoperidinium laticeps	Protoperidinium laticeps	238264	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium laticeps	16	110228	exact	urn:lsid:marinespecies.org:taxname:110228		Checked by Taxonomic Editor	accepted	Protoperidinium laticeps	(Grontved & Seidenfaden, 1938) Balech, 1974	110228	110228	Protoperidinium laticeps	(Grontved & Seidenfaden, 1938) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		laticeps		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium laticeps (Grontved & Seidenfaden, 1938) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110228 on 2022-09-20		
Protoperidinium leonis	Protoperidinium leonis	238265	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium leonis	46	110229	exact	urn:lsid:marinespecies.org:taxname:110229	10282	Checked by Taxonomic Editor	accepted	Protoperidinium leonis	(Pavillard, 1916) Balech, 1974	110229	110229	Protoperidinium leonis	(Pavillard, 1916) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		leonis		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium leonis (Pavillard, 1916) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110229 on 2022-09-20		
Protoperidinium marielebourae	Protoperidinium marielebouriae	238267	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium marielebouriae	48	614620	exact	urn:lsid:marinespecies.org:taxname:614620		Checked by Taxonomic Editor	accepted	Protoperidinium marielebouriae	(Paulsen, 1931) Balech, 1974	614620	614620	Protoperidinium marielebouriae	(Paulsen, 1931) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		marielebouriae		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium marielebouriae (Paulsen, 1931) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=614620 on 2022-09-20		
Protoperidinium marie-lebouriae	Protoperidinium marie-lebouriae	0	-	6	614620	exact	urn:lsid:marinespecies.org:taxname:614620		Checked by Taxonomic Editor	accepted	Protoperidinium marielebouriae	(Paulsen, 1931) Balech, 1974	614620	614620	Protoperidinium marielebouriae	(Paulsen, 1931) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		marielebouriae		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium marielebouriae (Paulsen, 1931) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=614620 on 2022-09-20		
Protoperidinium minutum	Archaeperidinium minutum	238268	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Amphidiniopsidaceae - Archaeperidinium - Archaeperidinium minutum	4	624607	exact	urn:lsid:marinespecies.org:taxname:624607		Checked by Taxonomic Editor	accepted	Archaeperidinium minutum	(Kofoid) Jørgensen, 1912	624607	624607	Archaeperidinium minutum	(Kofoid) Jørgensen, 1912	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniida incertae sedis	Archaeperidinium		minutum		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Archaeperidinium minutum (Kofoid) Jørgensen, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=624607 on 2022-09-20		
Protoperidinium oblongum	Protoperidinium oblongum	238270	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium oblongum	1144	110238	exact	urn:lsid:marinespecies.org:taxname:110238	10277	Checked by Taxonomic Editor	accepted	Protoperidinium oblongum	(Aurivillius) Parke & Dodge, 1976	110238	110238	Protoperidinium oblongum	(Aurivillius) Parke & Dodge, 1976	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		oblongum		1		1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium oblongum (Aurivillius) Parke & Dodge, 1976. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110238 on 2022-09-20		
Protoperidinium oceanicum	Protoperidinium oceanicum	238271	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium oceanicum	1	110240	exact	urn:lsid:marinespecies.org:taxname:110240	10273	Checked by Taxonomic Editor	accepted	Protoperidinium oceanicum	(VanHöffen, 1897) Balech, 1974	110240	110240	Protoperidinium oceanicum	(VanHöffen, 1897) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		oceanicum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium oceanicum (VanHöffen, 1897) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110240 on 2022-09-20		
Protoperidinium ovatum	Protoperidinium ovatum	238272	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium ovatum	21	110241	exact	urn:lsid:marinespecies.org:taxname:110241	10237	Checked by Taxonomic Editor	accepted	Protoperidinium ovatum	Pouchet, 1883	110241	110241	Protoperidinium ovatum	Pouchet, 1883	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		ovatum		1				Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium ovatum Pouchet, 1883. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110241 on 2022-09-20		
Protoperidinium pallidum	Protoperidinium pallidum	238273	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium pallidum	1953	110244	exact	urn:lsid:marinespecies.org:taxname:110244	10233	Checked by Taxonomic Editor	accepted	Protoperidinium pallidum	(Ostenfeld, 1899) Balech, 1973	110244	110244	Protoperidinium pallidum	(Ostenfeld, 1899) Balech, 1973	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		pallidum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium pallidum (Ostenfeld, 1899) Balech, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110244 on 2022-09-20		
Protoperidinium pellucidum	Protoperidinium pellucidum	238274	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium pellucidum	5467	110245	exact	urn:lsid:marinespecies.org:taxname:110245	10235	Checked by Taxonomic Editor	accepted	Protoperidinium pellucidum	Bergh, 1881	110245	110245	Protoperidinium pellucidum	Bergh, 1881	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		pellucidum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium pellucidum Bergh, 1881. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110245 on 2022-09-20		
Protoperidinium pentagonum	Protoperidinium pentagonum	238275	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium pentagonum	236	110247	exact	urn:lsid:marinespecies.org:taxname:110247	10270	Checked by Taxonomic Editor	accepted	Protoperidinium pentagonum	(Gran, 1902) Balech, 1974	110247	110247	Protoperidinium pentagonum	(Gran, 1902) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		pentagonum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium pentagonum (Gran, 1902) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110247 on 2022-09-20		
Protoperidinium punctulatum	Protoperidinium punctulatum	238276	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium punctulatum	45	110248	exact	urn:lsid:marinespecies.org:taxname:110248	10267	Checked by Taxonomic Editor	accepted	Protoperidinium punctulatum	(Paulsen, 1907) Balech, 1974	110248	110248	Protoperidinium punctulatum	(Paulsen, 1907) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		punctulatum		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium punctulatum (Paulsen, 1907) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110248 on 2022-09-20		
Protoperidinium pyriforme	Protoperidinium pyriforme	238277	Chromista - Harosa - Halvaria - Alveolata - Miozoa - Myzozoa - Dinozoa - Dinoflagellata - Dinophyceae - Peridiniales - Protoperidiniaceae - Protoperidinium - Protoperidinium pyriforme	61	110249	exact	urn:lsid:marinespecies.org:taxname:110249	10265	Checked by Taxonomic Editor	accepted	Protoperidinium pyriforme	(Paulsen, 1905) Balech, 1974	110249	110249	Protoperidinium pyriforme	(Paulsen, 1905) Balech, 1974	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium		pyriforme		1			0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium pyriforme (Paulsen, 1905) Balech, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110249 on 2022-09-20		
